amount_expected,amount_actual,amount_diff_pct,time_pending_seconds,decline_code_category,remitter_bank_historical_td_rate,is_duplicate_flag,label
95980.76,118601.94,23.5685,52,none,0.2487,0,wrong_amount
70041.14,70041.14,0.0,64,TD,0.1072,0,no_mismatch
14739.76,14739.76,0.0,47,none,0.1003,0,stuck_payment
65925.16,70354.29,6.7184,42,none,0.0307,0,stuck_payment
87357.73,87357.73,0.0,100,none,0.2473,0,stuck_payment
68706.07,68706.07,0.0,20,none,0.1355,0,no_mismatch
17504.05,17504.05,0.0,18,none,0.1055,0,no_mismatch
59457.7,69993.41,17.7197,31,none,0.1562,0,wrong_amount
54717.94,52117.94,4.7516,109,none,0.0181,0,wrong_amount
72990.72,72990.72,0.0,70,none,0.1826,0,no_mismatch
25152.05,25152.05,0.0,83,BD,0.2218,0,stuck_payment
73568.93,73568.93,0.0,81,BD,0.0302,0,no_mismatch
62643.98,62643.98,0.0,104,none,0.0186,0,stuck_payment
9257.4,9257.4,0.0,31,none,0.1064,0,no_mismatch
19679.28,19679.28,0.0,85,TD,0.2341,0,no_mismatch
38106.78,45126.71,18.4217,64,none,0.1282,0,duplicate_charge
85716.67,85716.67,0.0,56,none,0.1824,0,stuck_payment
83425.4,83425.4,0.0,74,TD,0.2486,1,duplicate_charge
64366.24,64366.24,0.0,68,BD,0.1645,0,no_mismatch
79261.28,79261.28,0.0,90,TD,0.0172,0,no_mismatch
36099.69,36099.69,0.0,49,none,0.0897,0,stuck_payment
3927.75,3927.75,0.0,22,TD,0.14,0,no_mismatch
34328.89,34328.89,0.0,33,TD,0.1357,0,no_mismatch
39467.29,49253.0,24.7945,24,none,0.1621,0,wrong_amount
53317.04,53317.04,0.0,35,none,0.2093,0,duplicate_charge
94066.46,94066.46,0.0,116,none,0.2343,0,stuck_payment
16525.71,19899.9,20.4178,24,none,0.0911,0,wrong_amount
48381.95,48381.95,0.0,44,none,0.2425,0,stuck_payment
94611.87,94611.87,0.0,89,TD,0.1371,0,no_mismatch
37068.18,37068.18,0.0,65,BD,0.1805,0,wrong_amount
2663.36,2663.36,0.0,67,TD,0.1027,0,no_mismatch
32505.2,32505.2,0.0,97,none,0.1732,0,stuck_payment
22498.25,18258.35,18.8455,113,none,0.133,0,wrong_amount
92639.23,106013.63,14.4371,22,BD,0.1352,0,no_mismatch
58239.5,58239.5,0.0,5,BD,0.0974,0,no_mismatch
8911.9,8911.9,0.0,14,none,0.0887,0,no_mismatch
72920.35,72920.35,0.0,114,TD,0.1107,0,no_mismatch
95067.21,117849.42,23.9643,109,none,0.0139,0,wrong_amount
95277.79,70574.25,25.9279,37,none,0.2002,1,duplicate_charge
35450.56,35450.56,0.0,79,none,0.2494,0,stuck_payment
52419.73,52419.73,0.0,78,none,0.0416,0,stuck_payment
27241.03,34144.35,25.3416,52,TD,0.0428,0,no_mismatch
80928.88,80928.88,0.0,55,none,0.2393,0,stuck_payment
58398.36,58398.36,0.0,97,none,0.1161,0,stuck_payment
16842.23,16842.23,0.0,44,none,0.246,0,no_mismatch
28033.41,28033.41,0.0,94,none,0.2415,0,stuck_payment
31801.0,31801.0,0.0,79,TD,0.1305,0,no_mismatch
61476.81,63008.09,2.4908,43,BD,0.2338,1,duplicate_charge
4036.28,3664.04,9.2224,76,none,0.0657,0,wrong_amount
13199.68,13199.68,0.0,114,none,0.0378,0,stuck_payment
31805.95,31805.95,0.0,42,none,0.0181,0,stuck_payment
63337.21,63337.21,0.0,24,none,0.0781,0,wrong_amount
52028.92,52028.92,0.0,50,none,0.2488,0,stuck_payment
50008.49,50008.49,0.0,120,TD,0.1178,0,no_mismatch
44162.28,44162.28,0.0,83,none,0.1893,0,stuck_payment
84611.73,84611.73,0.0,91,TD,0.0985,0,no_mismatch
95873.29,95873.29,0.0,104,none,0.1798,0,stuck_payment
10675.53,7996.86,25.0917,26,none,0.2209,0,wrong_amount
62728.51,62728.51,0.0,8,none,0.0119,1,duplicate_charge
24550.37,24550.37,0.0,21,TD,0.1427,0,no_mismatch
53298.06,53298.06,0.0,52,none,0.0309,0,stuck_payment
78713.6,78713.6,0.0,62,none,0.0725,0,duplicate_charge
56247.93,56247.93,0.0,18,none,0.2171,0,no_mismatch
32610.88,32610.88,0.0,66,none,0.2152,0,stuck_payment
38303.04,38303.04,0.0,31,none,0.1042,0,no_mismatch
18247.09,18247.09,0.0,16,none,0.0521,0,no_mismatch
21585.35,21585.35,0.0,92,none,0.2322,0,stuck_payment
96665.36,96665.36,0.0,119,BD,0.0536,0,no_mismatch
95523.76,95523.76,0.0,28,none,0.2216,0,duplicate_charge
73307.23,73307.23,0.0,85,none,0.0281,0,stuck_payment
55358.33,70250.49,26.9014,84,none,0.2414,0,wrong_amount
85584.33,85584.33,0.0,41,none,0.0839,0,stuck_payment
48961.41,48961.41,0.0,95,none,0.1283,0,stuck_payment
39368.87,39368.87,0.0,3,none,0.0726,0,no_mismatch
81095.27,81095.27,0.0,79,none,0.038,0,stuck_payment
60400.38,60400.38,0.0,75,none,0.0548,0,stuck_payment
7081.26,7605.65,7.4053,98,none,0.1294,0,stuck_payment
49083.72,49083.72,0.0,42,BD,0.2383,0,no_mismatch
51942.6,51504.09,0.8442,18,none,0.1053,0,wrong_amount
86311.52,86311.52,0.0,23,BD,0.0207,0,stuck_payment
48945.65,48945.65,0.0,88,none,0.1345,0,stuck_payment
56935.24,56935.24,0.0,27,none,0.1833,0,no_mismatch
66768.06,66768.06,0.0,31,none,0.1046,1,duplicate_charge
83801.66,83801.66,0.0,105,none,0.0585,0,stuck_payment
30280.14,30280.14,0.0,83,BD,0.1474,0,no_mismatch
32141.34,32141.34,0.0,45,none,0.0491,0,stuck_payment
72822.98,72822.98,0.0,112,BD,0.1969,0,no_mismatch
16831.26,16831.26,0.0,76,none,0.1694,1,duplicate_charge
19964.07,19964.07,0.0,112,none,0.0563,0,wrong_amount
19713.63,22172.02,12.4705,11,TD,0.1524,1,duplicate_charge
96744.72,95338.56,1.4535,94,TD,0.0597,0,no_mismatch
68709.92,68709.92,0.0,59,none,0.1906,0,stuck_payment
11605.08,11605.08,0.0,87,BD,0.0371,0,no_mismatch
13037.3,12563.34,3.6354,58,BD,0.0923,0,no_mismatch
52962.61,52962.61,0.0,32,TD,0.1595,0,no_mismatch
3798.6,3798.6,0.0,56,none,0.06,1,duplicate_charge
17965.89,17965.89,0.0,86,none,0.1964,0,stuck_payment
76459.57,76459.57,0.0,13,BD,0.0155,0,duplicate_charge
39538.89,39538.89,0.0,119,none,0.0121,0,stuck_payment
98200.19,89752.9,8.6021,3,none,0.1519,0,wrong_amount
36736.05,36736.05,0.0,93,none,0.1998,0,stuck_payment
73624.73,94181.58,27.9211,17,none,0.15,0,wrong_amount
77658.66,77658.66,0.0,59,BD,0.0761,0,no_mismatch
35965.71,35965.71,0.0,47,none,0.193,0,stuck_payment
84649.58,84649.58,0.0,10,none,0.1968,1,duplicate_charge
99010.99,99010.99,0.0,55,BD,0.1574,0,no_mismatch
55797.09,55797.09,0.0,22,none,0.0248,0,duplicate_charge
96403.0,96403.0,0.0,111,none,0.109,0,stuck_payment
86015.09,86015.09,0.0,116,BD,0.0867,0,no_mismatch
15943.98,15943.98,0.0,81,none,0.0632,0,stuck_payment
28617.03,28617.03,0.0,16,BD,0.0972,0,no_mismatch
95663.25,95663.25,0.0,99,none,0.0985,0,stuck_payment
30895.11,34999.89,13.2862,48,TD,0.2124,0,no_mismatch
25202.99,25202.99,0.0,18,none,0.0703,0,no_mismatch
11144.97,11144.97,0.0,99,BD,0.1981,0,no_mismatch
20801.22,20801.22,0.0,95,none,0.1429,0,stuck_payment
39923.97,39923.97,0.0,12,none,0.1117,1,duplicate_charge
1411.59,1719.63,21.8222,58,BD,0.1523,0,duplicate_charge
10907.34,10907.34,0.0,8,none,0.0569,1,duplicate_charge
45351.02,45351.02,0.0,60,none,0.0897,0,stuck_payment
81318.42,81318.42,0.0,68,none,0.1281,0,stuck_payment
40121.65,37755.03,5.8986,73,none,0.0937,0,wrong_amount
67668.98,67668.98,0.0,91,none,0.0709,1,duplicate_charge
12137.59,11412.3,5.9756,78,none,0.2074,0,wrong_amount
44003.68,44003.68,0.0,56,none,0.1148,0,stuck_payment
35388.05,32833.53,7.2186,90,none,0.0146,1,duplicate_charge
26673.84,26673.84,0.0,13,none,0.0893,0,no_mismatch
75534.1,75534.1,0.0,7,none,0.1266,0,no_mismatch
91401.55,111940.35,22.471,75,TD,0.1944,0,no_mismatch
82072.69,82072.69,0.0,90,none,0.1615,0,stuck_payment
402.39,402.39,0.0,91,BD,0.1983,1,duplicate_charge
61094.78,61094.78,0.0,104,none,0.1652,0,stuck_payment
49740.89,49740.89,0.0,101,none,0.2475,0,stuck_payment
64837.89,53355.0,17.7102,105,none,0.1547,0,wrong_amount
10295.34,10295.34,0.0,13,BD,0.1264,0,no_mismatch
48553.64,48553.64,0.0,32,TD,0.0518,0,no_mismatch
18383.23,18383.23,0.0,66,none,0.1528,0,stuck_payment
91205.77,91205.77,0.0,58,none,0.0261,0,wrong_amount
26484.96,26484.96,0.0,109,none,0.1685,1,duplicate_charge
46780.12,46780.12,0.0,105,none,0.2126,0,stuck_payment
41133.12,41133.12,0.0,85,none,0.0166,0,stuck_payment
62814.23,45272.24,27.9268,31,none,0.1784,0,wrong_amount
51344.23,51344.23,0.0,100,none,0.2262,0,wrong_amount
8441.73,8441.73,0.0,3,none,0.139,0,duplicate_charge
96461.76,96461.76,0.0,66,BD,0.2069,1,duplicate_charge
54707.15,54707.15,0.0,34,none,0.0432,0,no_mismatch
45184.01,45184.01,0.0,46,none,0.187,0,duplicate_charge
98287.31,98287.31,0.0,48,none,0.0128,0,stuck_payment
81205.84,81205.84,0.0,6,none,0.0868,0,no_mismatch
82898.18,78199.17,5.6684,39,none,0.032,0,wrong_amount
8494.85,10765.61,26.731,102,TD,0.1709,0,no_mismatch
50518.2,50518.2,0.0,97,none,0.2364,0,no_mismatch
84808.44,84808.44,0.0,7,TD,0.1513,0,no_mismatch
11879.61,11879.61,0.0,12,none,0.1116,0,no_mismatch
4497.72,4497.72,0.0,83,TD,0.127,0,no_mismatch
80867.14,80867.14,0.0,29,none,0.1006,0,no_mismatch
93107.92,93107.92,0.0,110,none,0.1708,0,wrong_amount
29355.7,34681.93,18.1438,90,none,0.2104,0,wrong_amount
54725.16,54725.16,0.0,120,none,0.0161,0,stuck_payment
31308.13,31418.21,0.3516,14,none,0.0484,0,wrong_amount
58041.74,58041.74,0.0,81,none,0.1402,0,stuck_payment
50303.03,50303.03,0.0,102,none,0.0738,0,stuck_payment
69699.11,69699.11,0.0,6,none,0.043,0,stuck_payment
48004.41,48004.41,0.0,97,none,0.1545,1,duplicate_charge
2303.28,2303.28,0.0,12,TD,0.0615,0,no_mismatch
58691.14,58691.14,0.0,93,TD,0.1687,0,no_mismatch
64045.69,48275.89,24.6227,92,none,0.0658,0,wrong_amount
40822.49,38536.67,5.5994,6,none,0.0871,0,wrong_amount
40120.77,40120.77,0.0,90,BD,0.0497,0,no_mismatch
27913.82,27913.82,0.0,19,TD,0.1579,0,no_mismatch
65063.55,65063.55,0.0,90,TD,0.0168,0,no_mismatch
40266.27,49394.14,22.6688,115,none,0.1894,0,wrong_amount
12765.05,12765.05,0.0,69,none,0.1412,1,duplicate_charge
54150.08,54150.08,0.0,1,none,0.1208,0,no_mismatch
9780.12,8984.65,8.1335,101,TD,0.0883,0,no_mismatch
39512.51,39512.51,0.0,34,none,0.158,0,no_mismatch
80496.16,80496.16,0.0,75,none,0.1585,0,stuck_payment
93037.95,93037.95,0.0,40,none,0.218,0,no_mismatch
58876.38,58876.38,0.0,103,none,0.0366,0,stuck_payment
72265.92,72265.92,0.0,8,none,0.1975,0,no_mismatch
24715.01,24715.01,0.0,114,none,0.0943,1,duplicate_charge
7952.77,7952.77,0.0,8,TD,0.153,0,no_mismatch
55568.41,55568.41,0.0,54,none,0.1086,0,stuck_payment
12663.73,12663.73,0.0,34,none,0.1539,0,no_mismatch
867.07,1038.07,19.7216,104,BD,0.1373,0,no_mismatch
17974.86,17974.86,0.0,49,none,0.1738,0,stuck_payment
90312.66,90312.66,0.0,79,none,0.1294,1,duplicate_charge
78938.87,78938.87,0.0,2,none,0.2335,0,no_mismatch
86531.32,86531.32,0.0,57,none,0.2242,0,stuck_payment
78273.43,78273.43,0.0,41,none,0.0561,0,stuck_payment
60900.21,60900.21,0.0,32,none,0.0987,0,no_mismatch
87600.98,87600.98,0.0,110,none,0.1949,0,wrong_amount
28990.13,34492.45,18.98,30,none,0.0122,0,wrong_amount
42607.01,42607.01,0.0,16,TD,0.0806,0,no_mismatch
79839.37,79839.37,0.0,113,none,0.1676,0,wrong_amount
13520.22,13520.22,0.0,9,none,0.0349,0,no_mismatch
70943.18,78871.91,11.1762,69,none,0.1635,0,wrong_amount
711.32,711.32,0.0,69,BD,0.1239,0,no_mismatch
39668.49,39668.49,0.0,72,BD,0.2199,0,no_mismatch
59592.89,59592.89,0.0,57,none,0.2253,0,stuck_payment
27392.39,33295.28,21.5494,110,TD,0.2049,1,duplicate_charge
73071.64,73071.64,0.0,7,TD,0.0703,0,no_mismatch
88461.34,88461.34,0.0,56,none,0.1513,0,stuck_payment
75280.64,62766.12,16.6238,48,none,0.2375,0,wrong_amount
12878.88,12878.88,0.0,89,none,0.1308,0,stuck_payment
36266.71,36266.71,0.0,35,BD,0.1722,0,no_mismatch
30619.76,30619.76,0.0,84,none,0.1875,0,stuck_payment
84566.44,81015.22,4.1993,20,none,0.2463,0,wrong_amount
53772.96,53772.96,0.0,94,none,0.1737,0,wrong_amount
81578.33,92307.79,13.1523,98,TD,0.1695,0,no_mismatch
67883.97,64426.74,5.0929,112,none,0.1393,0,wrong_amount
81982.81,81982.81,0.0,46,none,0.1672,1,duplicate_charge
84694.81,84694.81,0.0,50,none,0.2084,0,stuck_payment
71504.34,63210.37,11.5993,42,none,0.1307,0,duplicate_charge
62450.48,62450.48,0.0,109,TD,0.0833,1,duplicate_charge
92091.17,92091.17,0.0,82,none,0.1335,0,stuck_payment
39694.27,39694.27,0.0,37,none,0.0261,0,no_mismatch
98890.97,98890.97,0.0,33,none,0.2393,0,no_mismatch
42807.0,42807.0,0.0,27,none,0.221,0,no_mismatch
47563.63,47563.63,0.0,58,none,0.1426,1,duplicate_charge
68655.42,68655.42,0.0,103,none,0.0869,0,duplicate_charge
12420.95,12420.95,0.0,65,none,0.0713,0,stuck_payment
38661.06,38661.06,0.0,75,none,0.1507,0,stuck_payment
15584.86,15584.86,0.0,89,none,0.0835,0,stuck_payment
48175.96,48175.96,0.0,108,none,0.0758,0,stuck_payment
13839.28,13839.28,0.0,5,none,0.2168,0,stuck_payment
54090.66,54090.66,0.0,91,TD,0.0743,0,no_mismatch
83180.99,83180.99,0.0,76,none,0.1352,0,stuck_payment
79255.64,81936.86,3.383,4,none,0.2061,0,stuck_payment
56701.47,56701.47,0.0,67,none,0.2318,0,stuck_payment
55748.88,55748.88,0.0,19,BD,0.2059,1,duplicate_charge
23078.94,23078.94,0.0,3,BD,0.1353,0,stuck_payment
38002.3,38343.02,0.8966,92,none,0.0127,1,duplicate_charge
29617.62,29617.62,0.0,102,BD,0.0248,0,no_mismatch
89784.33,89784.33,0.0,41,none,0.1639,1,duplicate_charge
51082.44,58478.49,14.4787,101,none,0.2155,0,wrong_amount
19579.24,19579.24,0.0,111,none,0.0859,0,stuck_payment
9856.05,7687.45,22.0027,59,none,0.107,0,no_mismatch
37068.82,37068.82,0.0,43,none,0.1512,0,stuck_payment
7545.83,9105.94,20.6751,56,none,0.1704,0,wrong_amount
9293.55,11098.63,19.4229,39,none,0.1802,0,wrong_amount
89191.73,89191.73,0.0,37,BD,0.1173,0,no_mismatch
39942.45,39942.45,0.0,118,none,0.1954,0,stuck_payment
52327.0,40192.05,23.1906,56,none,0.0586,0,wrong_amount
37854.27,37854.27,0.0,73,none,0.0482,0,stuck_payment
78512.67,78512.67,0.0,70,none,0.1433,0,stuck_payment
56618.7,56618.7,0.0,88,none,0.1265,0,stuck_payment
36472.03,36472.03,0.0,76,none,0.0971,0,stuck_payment
56978.03,56978.03,0.0,3,none,0.0668,1,duplicate_charge
8788.85,8788.85,0.0,90,none,0.096,0,stuck_payment
63142.87,63142.87,0.0,107,none,0.1012,0,stuck_payment
7958.06,7958.06,0.0,98,none,0.2254,0,stuck_payment
14006.1,15943.62,13.8334,66,none,0.2398,0,wrong_amount
45746.12,45746.12,0.0,86,none,0.1272,0,stuck_payment
18569.33,15550.55,16.2568,36,BD,0.1811,0,no_mismatch
13863.3,13863.3,0.0,21,BD,0.2363,0,duplicate_charge
58804.72,58804.72,0.0,104,none,0.249,0,stuck_payment
72128.51,72128.51,0.0,118,BD,0.2076,0,no_mismatch
29435.48,29435.48,0.0,107,BD,0.1144,0,no_mismatch
388.33,388.33,0.0,17,none,0.0981,0,no_mismatch
71059.63,55405.27,22.0299,81,none,0.2321,0,wrong_amount
41059.87,41059.87,0.0,59,TD,0.2085,0,no_mismatch
86465.22,86465.22,0.0,65,TD,0.1444,0,no_mismatch
72139.84,72139.84,0.0,1,BD,0.1265,0,stuck_payment
91250.16,91250.16,0.0,21,none,0.1821,0,no_mismatch
13711.35,13711.35,0.0,50,none,0.1401,0,stuck_payment
77265.66,78794.39,1.9785,72,none,0.1907,1,duplicate_charge
11705.25,11705.25,0.0,1,none,0.2125,0,no_mismatch
11009.81,11009.81,0.0,12,none,0.1126,0,duplicate_charge
4457.6,4457.6,0.0,105,none,0.1157,0,stuck_payment
13702.81,15604.1,13.8752,76,none,0.0135,0,wrong_amount
25716.93,25716.93,0.0,84,BD,0.131,0,no_mismatch
56221.26,56221.26,0.0,38,TD,0.165,0,no_mismatch
52238.11,52238.11,0.0,72,none,0.2176,0,stuck_payment
13237.36,13237.36,0.0,61,none,0.1092,0,stuck_payment
95937.68,95937.68,0.0,66,none,0.2446,0,stuck_payment
31154.38,31154.38,0.0,28,none,0.1841,1,duplicate_charge
25855.91,28585.35,10.5563,29,none,0.0265,0,wrong_amount
21412.24,21412.24,0.0,102,none,0.1151,0,stuck_payment
88142.76,88142.76,0.0,112,none,0.111,1,duplicate_charge
86218.22,86218.22,0.0,56,BD,0.113,0,duplicate_charge
54840.57,54840.57,0.0,33,none,0.2334,0,no_mismatch
54761.53,54761.53,0.0,41,none,0.1018,0,stuck_payment
90784.6,90784.6,0.0,39,none,0.0431,1,duplicate_charge
33465.85,33465.85,0.0,57,none,0.1791,0,stuck_payment
44953.67,44953.67,0.0,11,none,0.1053,0,no_mismatch
18358.95,18358.95,0.0,77,BD,0.2349,0,no_mismatch
32522.79,38659.67,18.8695,94,BD,0.2476,0,no_mismatch
23433.74,23433.74,0.0,13,none,0.1318,0,no_mismatch
60142.6,60142.6,0.0,19,none,0.0808,0,no_mismatch
68229.52,53845.82,21.0813,82,BD,0.1821,0,no_mismatch
23457.4,23457.4,0.0,120,TD,0.2357,0,no_mismatch
99821.27,99821.27,0.0,86,BD,0.1151,0,stuck_payment
79409.24,79409.24,0.0,112,none,0.0125,0,stuck_payment
75978.7,75978.7,0.0,7,BD,0.0366,0,no_mismatch
71975.48,90944.91,26.3554,57,none,0.1582,1,duplicate_charge
28323.7,28323.7,0.0,64,BD,0.1163,0,wrong_amount
13000.6,13000.6,0.0,7,none,0.18,0,no_mismatch
36679.13,34140.9,6.9201,7,BD,0.1042,0,no_mismatch
62241.87,62241.87,0.0,99,none,0.0588,0,stuck_payment
11939.9,11939.9,0.0,17,none,0.2208,0,no_mismatch
50697.58,50697.58,0.0,98,TD,0.0273,0,no_mismatch
61381.75,65459.16,6.6427,113,none,0.2241,0,wrong_amount
35981.5,35981.5,0.0,32,none,0.1746,0,no_mismatch
4665.89,4665.89,0.0,5,BD,0.2413,0,no_mismatch
57803.14,57803.14,0.0,51,none,0.2363,0,stuck_payment
54795.05,61155.02,11.6068,62,TD,0.1968,0,stuck_payment
99611.98,99611.98,0.0,89,none,0.182,0,stuck_payment
66255.01,66255.01,0.0,37,none,0.1777,0,no_mismatch
86202.61,96356.95,11.7796,49,none,0.2132,0,wrong_amount
904.19,809.16,10.51,10,none,0.2465,0,wrong_amount
13087.79,13087.79,0.0,37,BD,0.1389,0,no_mismatch
6208.72,4444.72,28.4117,29,none,0.0839,0,wrong_amount
7067.43,7067.43,0.0,5,none,0.1644,0,no_mismatch
83909.13,90059.22,7.3295,66,TD,0.0133,0,no_mismatch
11753.16,11753.16,0.0,57,TD,0.0427,0,wrong_amount
28230.83,28230.83,0.0,119,none,0.0902,0,stuck_payment
56301.02,56301.02,0.0,70,none,0.2157,0,stuck_payment
8863.91,8863.91,0.0,76,none,0.0848,0,stuck_payment
23171.42,23171.42,0.0,54,none,0.2218,0,stuck_payment
88485.95,78662.21,11.102,10,TD,0.246,0,no_mismatch
69520.81,50597.2,27.2201,12,none,0.212,0,wrong_amount
75218.24,70951.54,5.6724,13,none,0.1559,0,wrong_amount
6845.76,6845.76,0.0,68,none,0.1353,0,stuck_payment
72306.66,72306.66,0.0,73,BD,0.0355,0,no_mismatch
43709.39,43709.39,0.0,43,none,0.0296,0,duplicate_charge
31363.44,31363.44,0.0,89,none,0.0502,0,stuck_payment
38233.8,38233.8,0.0,91,BD,0.2482,0,no_mismatch
23709.68,23709.68,0.0,104,none,0.2159,1,duplicate_charge
97911.04,97911.04,0.0,20,none,0.1497,0,no_mismatch
80390.21,80390.21,0.0,113,none,0.0228,1,wrong_amount
51439.97,39804.11,22.6203,1,BD,0.1423,0,no_mismatch
53711.79,53711.79,0.0,108,none,0.0425,0,stuck_payment
6010.04,6513.34,8.3743,84,TD,0.0416,0,no_mismatch
52537.57,59180.9,12.6449,74,none,0.0571,1,duplicate_charge
12740.65,12740.65,0.0,2,BD,0.1622,0,no_mismatch
27772.12,27772.12,0.0,20,TD,0.0415,0,no_mismatch
49852.9,49852.9,0.0,17,none,0.0348,0,wrong_amount
19476.93,19476.93,0.0,98,BD,0.0324,0,no_mismatch
4798.78,4798.78,0.0,26,BD,0.2462,1,duplicate_charge
71553.21,71553.21,0.0,120,none,0.1197,0,stuck_payment
90319.03,75760.88,16.1186,99,BD,0.0155,0,no_mismatch
59861.67,59861.67,0.0,114,none,0.2448,1,duplicate_charge
29923.94,29923.94,0.0,6,none,0.0482,0,no_mismatch
53135.5,65651.65,23.5552,32,none,0.188,0,wrong_amount
6781.4,6781.4,0.0,21,TD,0.0295,0,wrong_amount
93894.71,93894.71,0.0,2,none,0.0981,0,no_mismatch
36920.58,36920.58,0.0,108,none,0.1044,0,stuck_payment
87713.59,93868.37,7.0169,120,TD,0.1469,0,no_mismatch
36268.87,42593.28,17.4376,39,none,0.1158,0,wrong_amount
97971.69,97971.69,0.0,78,none,0.1821,0,stuck_payment
34444.61,34444.61,0.0,78,none,0.1189,0,stuck_payment
16977.44,12484.76,26.4626,12,TD,0.0452,0,duplicate_charge
41152.47,51384.16,24.8629,84,none,0.0869,0,wrong_amount
10231.04,10231.04,0.0,66,none,0.2392,0,stuck_payment
49349.93,49349.93,0.0,88,none,0.1876,0,stuck_payment
14837.14,14837.14,0.0,40,none,0.1807,0,no_mismatch
57132.27,57132.27,0.0,29,TD,0.0913,0,stuck_payment
13484.39,13484.39,0.0,37,none,0.2438,0,no_mismatch
36626.77,30784.75,15.9501,32,TD,0.0586,0,no_mismatch
80910.79,80910.79,0.0,11,none,0.0978,0,no_mismatch
50000.87,64703.21,29.4042,48,none,0.1968,0,wrong_amount
69013.91,69013.91,0.0,64,none,0.1188,0,stuck_payment
89501.96,89501.96,0.0,35,none,0.2363,0,no_mismatch
33616.81,43369.63,29.0117,48,none,0.2479,0,duplicate_charge
38727.26,38727.26,0.0,100,none,0.2409,1,duplicate_charge
20941.31,20941.31,0.0,11,TD,0.0785,1,wrong_amount
69804.36,76758.39,9.9622,66,BD,0.092,0,no_mismatch
59634.86,59634.86,0.0,48,none,0.1053,0,stuck_payment
18254.21,18254.21,0.0,31,BD,0.2188,0,no_mismatch
24035.77,24035.77,0.0,76,none,0.0738,0,stuck_payment
93319.21,93319.21,0.0,86,none,0.1662,0,stuck_payment
24856.46,24856.46,0.0,54,none,0.0822,0,stuck_payment
30963.73,30963.73,0.0,8,none,0.109,0,no_mismatch
45843.99,33363.42,27.224,4,none,0.1747,0,no_mismatch
94020.65,94020.65,0.0,118,TD,0.2337,1,duplicate_charge
73015.96,73015.96,0.0,118,none,0.0774,0,stuck_payment
36338.54,36338.54,0.0,36,none,0.0523,0,no_mismatch
50598.05,50598.05,0.0,35,none,0.1661,0,no_mismatch
4956.08,4956.08,0.0,83,none,0.2187,0,stuck_payment
67702.87,67702.87,0.0,53,none,0.2201,0,wrong_amount
22334.18,22334.18,0.0,58,BD,0.1132,0,no_mismatch
40733.09,40775.7,0.1046,117,BD,0.2086,0,wrong_amount
62967.05,62967.05,0.0,20,none,0.2338,1,duplicate_charge
92764.4,92764.4,0.0,84,none,0.2462,1,duplicate_charge
92085.41,92085.41,0.0,88,TD,0.0407,0,no_mismatch
32046.88,32046.88,0.0,25,BD,0.0164,0,no_mismatch
96769.19,96769.19,0.0,16,none,0.0622,0,wrong_amount
80631.69,80631.69,0.0,64,none,0.228,0,stuck_payment
19891.75,19891.75,0.0,45,none,0.1343,0,stuck_payment
90657.77,108197.01,19.3466,101,TD,0.0407,0,no_mismatch
61575.49,61575.49,0.0,111,none,0.0612,0,stuck_payment
16980.7,16980.7,0.0,99,none,0.0644,0,stuck_payment
89372.78,89372.78,0.0,23,BD,0.0973,0,no_mismatch
69379.92,69379.92,0.0,107,TD,0.095,0,no_mismatch
42380.36,37929.67,10.5018,61,none,0.2278,0,wrong_amount
45965.56,45965.56,0.0,50,none,0.1991,0,stuck_payment
50616.07,63577.07,25.6065,5,BD,0.1279,0,no_mismatch
10067.69,10067.69,0.0,106,none,0.0633,0,stuck_payment
67809.31,67809.31,0.0,24,none,0.2413,0,no_mismatch
79396.21,79396.21,0.0,119,none,0.0729,0,stuck_payment
77957.14,77957.14,0.0,42,none,0.073,0,wrong_amount
97969.84,97969.84,0.0,89,none,0.044,0,stuck_payment
71235.88,73504.87,3.1852,33,none,0.0931,0,wrong_amount
85820.63,85820.63,0.0,92,none,0.2478,0,wrong_amount
18494.83,18494.83,0.0,46,none,0.1005,0,stuck_payment
61831.45,61831.45,0.0,28,none,0.0218,0,no_mismatch
83328.3,83328.3,0.0,93,none,0.2017,1,duplicate_charge
64810.65,64810.65,0.0,35,none,0.2003,0,no_mismatch
82784.55,66169.3,20.0705,110,none,0.0832,0,wrong_amount
56212.29,41229.15,26.6546,29,none,0.0519,0,wrong_amount
50920.93,50920.93,0.0,52,TD,0.2088,0,no_mismatch
36600.96,44622.3,21.9157,6,none,0.0703,1,duplicate_charge
17510.56,17510.56,0.0,9,none,0.1127,0,wrong_amount
7294.89,7294.89,0.0,118,none,0.0892,0,no_mismatch
57000.59,57000.59,0.0,74,none,0.1522,0,stuck_payment
32171.95,32171.95,0.0,46,none,0.0244,0,stuck_payment
81139.23,77031.28,5.0628,86,BD,0.1595,0,no_mismatch
9699.79,9699.79,0.0,12,BD,0.0276,0,no_mismatch
24440.73,24440.73,0.0,116,none,0.1068,0,stuck_payment
64761.9,64761.9,0.0,73,none,0.1239,1,wrong_amount
42693.61,42693.61,0.0,30,BD,0.1545,0,no_mismatch
13271.98,13271.98,0.0,87,none,0.1205,0,stuck_payment
57719.88,57719.88,0.0,80,none,0.1407,0,stuck_payment
84081.94,84081.94,0.0,81,none,0.226,0,stuck_payment
30945.86,31798.05,2.7538,43,none,0.0174,0,wrong_amount
72535.61,72535.61,0.0,43,TD,0.0399,1,duplicate_charge
12193.03,15273.75,25.2662,63,none,0.0753,0,wrong_amount
